Sex	Autonomous Communities and Cities	Age	Periodo	Total
Females	National Total	From 20 to 24 years	2005QI	23,1
Females	National Total	From 20 to 24 years	2004QIV	23,7
Females	National Total	From 20 to 24 years	2004QIII	24,14
Females	National Total	From 20 to 24 years	2004QII	23,64
Females	National Total	From 20 to 24 years	2004QI	24,23
Females	National Total	From 20 to 24 years	2003QIV	24,76
Females	National Total	From 20 to 24 years	2003QIII	23,21
Females	National Total	From 20 to 24 years	2003QII	23,08
Females	National Total	From 20 to 24 years	2003QI	24,8
Females	National Total	From 20 to 24 years	2002QIV	24,52
Females	National Total	From 20 to 24 years	2002QIII	24,4
Females	National Total	From 20 to 24 years	2002QII	25,37
Females	National Total	From 20 to 24 years	2002QI	25,12
Females	National Total	From 25 to 54 years	2026QI	11,28
Females	National Total	From 25 to 54 years	2025QIV	10,22
Females	National Total	From 25 to 54 years	2025QIII	10,74
Females	National Total	From 25 to 54 years	2025QII	10,1
Females	National Total	From 25 to 54 years	2025QI	11,64
Females	National Total	From 25 to 54 years	2024QIV	10,62
Females	National Total	From 25 to 54 years	2024QIII	11,04
Females	National Total	From 25 to 54 years	2024QII	11,55
Females	National Total	From 25 to 54 years	2024QI	12,86
Females	National Total	From 25 to 54 years	2023QIV	12,41
Females	National Total	From 25 to 54 years	2023QIII	12,45
Females	National Total	From 25 to 54 years	2023QII	11,9
Females	National Total	From 25 to 54 years	2023QI	14,41
Females	National Total	From 25 to 54 years	2022QIV	13,95
Females	National Total	From 25 to 54 years	2022QIII	13,9
Females	National Total	From 25 to 54 years	2022QII	13,21
Females	National Total	From 25 to 54 years	2022QI	14,73
Females	National Total	From 25 to 54 years	2021QIV	13,97
Females	National Total	From 25 to 54 years	2021QIII	15,09
Females	National Total	From 25 to 54 years	2021QII	16,23
Females	National Total	From 25 to 54 years	2021QI	17,57
Females	National Total	From 25 to 54 years	2020QIV	17,57
Females	National Total	From 25 to 54 years	2020QIII	17,51
Females	National Total	From 25 to 54 years	2020QII	15,96
Females	National Total	From 25 to 54 years	2020QI	15,46
Females	National Total	From 25 to 54 years	2019QIV	14,63
Females	National Total	From 25 to 54 years	2019QIII	14,9
Females	National Total	From 25 to 54 years	2019QII	14,73
Females	National Total	From 25 to 54 years	2019QI	15,7
Females	National Total	From 25 to 54 years	2018QIV	15,22
Females	National Total	From 25 to 54 years	2018QIII	15,41
Females	National Total	From 25 to 54 years	2018QII	16,27
Females	National Total	From 25 to 54 years	2018QI	17,79
Females	National Total	From 25 to 54 years	2017QIV	17,45
Females	National Total	From 25 to 54 years	2017QIII	17,33
Females	National Total	From 25 to 54 years	2017QII	18,11
Females	National Total	From 25 to 54 years	2017QI	19,91
Females	National Total	From 25 to 54 years	2016QIV	19,22
Females	National Total	From 25 to 54 years	2016QIII	19,6
Females	National Total	From 25 to 54 years	2016QII	20,7
Females	National Total	From 25 to 54 years	2016QI	21,82
Females	National Total	From 25 to 54 years	2015QIV	21,39
Females	National Total	From 25 to 54 years	2015QIII	21,21
Females	National Total	From 25 to 54 years	2015QII	22,9
Females	National Total	From 25 to 54 years	2015QI	24,09
Females	National Total	From 25 to 54 years	2014QIV	23,48
Females	National Total	From 25 to 54 years	2014QIII	23,55
Females	National Total	From 25 to 54 years	2014QII	23,94
Females	National Total	From 25 to 54 years	2014QI	25,29
Females	National Total	From 25 to 54 years	2013QIV	25,2
Females	National Total	From 25 to 54 years	2013QIII	24,61
Females	National Total	From 25 to 54 years	2013QII	25,25
Females	National Total	From 25 to 54 years	2013QI	25,79
Females	National Total	From 25 to 54 years	2012QIV	24,84
Females	National Total	From 25 to 54 years	2012QIII	23,58
Females	National Total	From 25 to 54 years	2012QII	22,65
Females	National Total	From 25 to 54 years	2012QI	23,15
Females	National Total	From 25 to 54 years	2011QIV	21,7
Females	National Total	From 25 to 54 years	2011QIII	20,31
Females	National Total	From 25 to 54 years	2011QII	19,56
Females	National Total	From 25 to 54 years	2011QI	20,44
Females	National Total	From 25 to 54 years	2010QIV	19,27
Females	National Total	From 25 to 54 years	2010QIII	18,78
Females	National Total	From 25 to 54 years	2010QII	18,95
Females	National Total	From 25 to 54 years	2010QI	18,68
Females	National Total	From 25 to 54 years	2009QIV	17,5
Females	National Total	From 25 to 54 years	2009QIII	15,99
Females	National Total	From 25 to 54 years	2009QII	16,48
Females	National Total	From 25 to 54 years	2009QI	16,32
Females	National Total	From 25 to 54 years	2008QIV	13,59
Females	National Total	From 25 to 54 years	2008QIII	11,19
Females	National Total	From 25 to 54 years	2008QII	10,71
Females	National Total	From 25 to 54 years	2008QI	10,76
Females	National Total	From 25 to 54 years	2007QIV	9,78
Females	National Total	From 25 to 54 years	2007QIII	9,09
Females	National Total	From 25 to 54 years	2007QII	9,07
Females	National Total	From 25 to 54 years	2007QI	10,02
Females	National Total	From 25 to 54 years	2006QIV	9,96
Females	National Total	From 25 to 54 years	2006QIII	9,77
Females	National Total	From 25 to 54 years	2006QII	10,17
Females	National Total	From 25 to 54 years	2006QI	11,19
Females	National Total	From 25 to 54 years	2005QIV	10,4
Females	National Total	From 25 to 54 years	2005QIII	9,74
Females	National Total	From 25 to 54 years	2005QII	10,53
Females	National Total	From 25 to 54 years	2005QI	12,05
Females	National Total	From 25 to 54 years	2004QIV	13,25
Females	National Total	From 25 to 54 years	2004QIII	12,99
Females	National Total	From 25 to 54 years	2004QII	13,79
Females	National Total	From 25 to 54 years	2004QI	14,42
Females	National Total	From 25 to 54 years	2003QIV	14,14
Females	National Total	From 25 to 54 years	2003QIII	14,26
Females	National Total	From 25 to 54 years	2003QII	14,56
Females	National Total	From 25 to 54 years	2003QI	15,68
Females	National Total	From 25 to 54 years	2002QIV	14,7
Females	National Total	From 25 to 54 years	2002QIII	14,91
Females	National Total	From 25 to 54 years	2002QII	14,61
Females	National Total	From 25 to 54 years	2002QI	15,08
Females	National Total	De 55 y más años	2026QI	11,74
Females	National Total	De 55 y más años	2025QIV	10,72
Females	National Total	De 55 y más años	2025QIII	11,32
Females	National Total	De 55 y más años	2025QII	11,34
Females	National Total	De 55 y más años	2025QI	11,94
Females	National Total	De 55 y más años	2024QIV	11,26
Females	National Total	De 55 y más años	2024QIII	11,91
Females	National Total	De 55 y más años	2024QII	11,71
Females	National Total	De 55 y más años	2024QI	12,75
Females	National Total	De 55 y más años	2023QIV	12,1
Females	National Total	De 55 y más años	2023QIII	13,03
Females	National Total	De 55 y más años	2023QII	12,97
Females	National Total	De 55 y más años	2023QI	13,48
Females	National Total	De 55 y más años	2022QIV	12,79
Females	National Total	De 55 y más años	2022QIII	12,31
Females	National Total	De 55 y más años	2022QII	13,25
Females	National Total	De 55 y más años	2022QI	13,71
Females	National Total	De 55 y más años	2021QIV	14,55
Females	National Total	De 55 y más años	2021QIII	16,03
Females	National Total	De 55 y más años	2021QII	14,36
Females	National Total	De 55 y más años	2021QI	14,04
Females	National Total	De 55 y más años	2020QIV	13,87
Females	National Total	De 55 y más años	2020QIII	13,34
Females	National Total	De 55 y más años	2020QII	12,41
Females	National Total	De 55 y más años	2020QI	13,68
Females	National Total	De 55 y más años	2019QIV	13,61
Females	National Total	De 55 y más años	2019QIII	13,18
Females	National Total	De 55 y más años	2019QII	13,22
Females	National Total	De 55 y más años	2019QI	13,8
Females	National Total	De 55 y más años	2018QIV	14,33
Females	National Total	De 55 y más años	2018QIII	13,47
Females	National Total	De 55 y más años	2018QII	14,3
Females	National Total	De 55 y más años	2018QI	16,16
Females	National Total	De 55 y más años	2017QIV	14,93
Females	National Total	De 55 y más años	2017QIII	15,4
Females	National Total	De 55 y más años	2017QII	15,73
Females	National Total	De 55 y más años	2017QI	15,46
Females	National Total	De 55 y más años	2016QIV	16,24
Females	National Total	De 55 y más años	2016QIII	16,53
Females	National Total	De 55 y más años	2016QII	16,7
Females	National Total	De 55 y más años	2016QI	17,42
Females	National Total	De 55 y más años	2015QIV	17,65
Females	National Total	De 55 y más años	2015QIII	18,53
Females	National Total	De 55 y más años	2015QII	18,12
Females	National Total	De 55 y más años	2015QI	17,87
Females	National Total	De 55 y más años	2014QIV	17,92
Females	National Total	De 55 y más años	2014QIII	18,54
Females	National Total	De 55 y más años	2014QII	19,86
Females	National Total	De 55 y más años	2014QI	19,05
Females	National Total	De 55 y más años	2013QIV	19
Females	National Total	De 55 y más años	2013QIII	18,42
Females	National Total	De 55 y más años	2013QII	18,81
Females	National Total	De 55 y más años	2013QI	19,97
Females	National Total	De 55 y más años	2012QIV	18
Females	National Total	De 55 y más años	2012QIII	17,17
Females	National Total	De 55 y más años	2012QII	17,13
Females	National Total	De 55 y más años	2012QI	16,17
Females	National Total	De 55 y más años	2011QIV	15
Females	National Total	De 55 y más años	2011QIII	14,07
Females	National Total	De 55 y más años	2011QII	13,03
Females	National Total	De 55 y más años	2011QI	13,81
Females	National Total	De 55 y más años	2010QIV	13
Females	National Total	De 55 y más años	2010QIII	13,09
Females	National Total	De 55 y más años	2010QII	12,84
Females	National Total	De 55 y más años	2010QI	13,51
Females	National Total	De 55 y más años	2009QIV	12,92
Females	National Total	De 55 y más años	2009QIII	12,66
Females	National Total	De 55 y más años	2009QII	12,9
Females	National Total	De 55 y más años	2009QI	11,9
Females	National Total	De 55 y más años	2008QIV	10,5
Females	National Total	De 55 y más años	2008QIII	8,2
Females	National Total	De 55 y más años	2008QII	7,6
Females	National Total	De 55 y más años	2008QI	8,34
Females	National Total	De 55 y más años	2007QIV	7,21
Females	National Total	De 55 y más años	2007QIII	7,29
Females	National Total	De 55 y más años	2007QII	7,03
Females	National Total	De 55 y más años	2007QI	8,2
Females	National Total	De 55 y más años	2006QIV	7,14
Females	National Total	De 55 y más años	2006QIII	7,19
Females	National Total	De 55 y más años	2006QII	6,64
Females	National Total	De 55 y más años	2006QI	7,05
Females	National Total	De 55 y más años	2005QIV	6,48
Females	National Total	De 55 y más años	2005QIII	6,21
Females	National Total	De 55 y más años	2005QII	7,75
Females	National Total	De 55 y más años	2005QI	8,7
Females	National Total	De 55 y más años	2004QIV	7,93
Females	National Total	De 55 y más años	2004QIII	9,58
Females	National Total	De 55 y más años	2004QII	9,63
Females	National Total	De 55 y más años	2004QI	8,83
Females	National Total	De 55 y más años	2003QIV	8,84
Females	National Total	De 55 y más años	2003QIII	9,74
Females	National Total	De 55 y más años	2003QII	8,83
Females	National Total	De 55 y más años	2003QI	8,46
Females	National Total	De 55 y más años	2002QIV	9,29
Females	National Total	De 55 y más años	2002QIII	9,98
Females	National Total	De 55 y más años	2002QII	9,44
Females	National Total	De 55 y más años	2002QI	9,36
Females	01 Andalucía	Total	2026QI	17,2
Females	01 Andalucía	Total	2025QIV	17,45
Females	01 Andalucía	Total	2025QIII	18,53
Females	01 Andalucía	Total	2025QII	17,17
Females	01 Andalucía	Total	2025QI	19,58
Females	01 Andalucía	Total	2024QIV	18,16
Females	01 Andalucía	Total	2024QIII	18,93
Females	01 Andalucía	Total	2024QII	19,2
Females	01 Andalucía	Total	2024QI	20,46
Females	01 Andalucía	Total	2023QIV	20,53
Females	01 Andalucía	Total	2023QIII	21,45
Females	01 Andalucía	Total	2023QII	21,25
Females	01 Andalucía	Total	2023QI	21,76
Females	01 Andalucía	Total	2022QIV	21,96
Females	01 Andalucía	Total	2022QIII	23,17
Females	01 Andalucía	Total	2022QII	22,25
Females	01 Andalucía	Total	2022QI	23,25
Females	01 Andalucía	Total	2021QIV	23,71
Females	01 Andalucía	Total	2021QIII	26,18
Females	01 Andalucía	Total	2021QII	25,62
Females	01 Andalucía	Total	2021QI	26,8
Females	01 Andalucía	Total	2020QIV	27,27
Females	01 Andalucía	Total	2020QIII	28,51
Females	01 Andalucía	Total	2020QII	25,01
Females	01 Andalucía	Total	2020QI	25,22
Females	01 Andalucía	Total	2019QIV	24,4
Females	01 Andalucía	Total	2019QIII	26,04
Females	01 Andalucía	Total	2019QII	25,08
Females	01 Andalucía	Total	2019QI	25,37
Females	01 Andalucía	Total	2018QIV	25,39
Females	01 Andalucía	Total	2018QIII	27,08
Females	01 Andalucía	Total	2018QII	26,65
Females	01 Andalucía	Total	2018QI	28,62
Females	01 Andalucía	Total	2017QIV	27,85
Females	01 Andalucía	Total	2017QIII	28,84
Females	01 Andalucía	Total	2017QII	27,63
Females	01 Andalucía	Total	2017QI	30,25
Females	01 Andalucía	Total	2016QIV	31,38
Females	01 Andalucía	Total	2016QIII	32,07
Females	01 Andalucía	Total	2016QII	31,97
Females	01 Andalucía	Total	2016QI	33,13
Females	01 Andalucía	Total	2015QIV	32,87
Females	01 Andalucía	Total	2015QIII	34,43
Females	01 Andalucía	Total	2015QII	33,77
Females	01 Andalucía	Total	2015QI	36,91
Females	01 Andalucía	Total	2014QIV	37,31
Females	01 Andalucía	Total	2014QIII	38,12
Females	01 Andalucía	Total	2014QII	36,95
Females	01 Andalucía	Total	2014QI	36,83
Females	01 Andalucía	Total	2013QIV	38,89
Females	01 Andalucía	Total	2013QIII	37,97
Females	01 Andalucía	Total	2013QII	37,02
Females	01 Andalucía	Total	2013QI	38,03
Females	01 Andalucía	Total	2012QIV	37,46
Females	01 Andalucía	Total	2012QIII	35,83
Females	01 Andalucía	Total	2012QII	34,13
Females	01 Andalucía	Total	2012QI	34,53
Females	01 Andalucía	Total	2011QIV	32,67
Females	01 Andalucía	Total	2011QIII	32,61
Females	01 Andalucía	Total	2011QII	31,19
Females	01 Andalucía	Total	2011QI	31,4
Females	01 Andalucía	Total	2010QIV	29,96
Females	01 Andalucía	Total	2010QIII	30,42
Females	01 Andalucía	Total	2010QII	28,68
Females	01 Andalucía	Total	2010QI	27,63
Females	01 Andalucía	Total	2009QIV	27,47
Females	01 Andalucía	Total	2009QIII	26,83
Females	01 Andalucía	Total	2009QII	27,12
Females	01 Andalucía	Total	2009QI	25,95
Females	01 Andalucía	Total	2008QIV	24,34
Females	01 Andalucía	Total	2008QIII	22,07
Females	01 Andalucía	Total	2008QII	19,37
Females	01 Andalucía	Total	2008QI	18,87
Females	01 Andalucía	Total	2007QIV	18,76
Females	01 Andalucía	Total	2007QIII	17,15
Females	01 Andalucía	Total	2007QII	16,76
Females	01 Andalucía	Total	2007QI	16,94
Females	01 Andalucía	Total	2006QIV	17,36
Females	01 Andalucía	Total	2006QIII	17,51
Females	01 Andalucía	Total	2006QII	17,43
Females	01 Andalucía	Total	2006QI	18,37
Females	01 Andalucía	Total	2005QIV	19,21
Females	01 Andalucía	Total	2005QIII	19,2
Females	01 Andalucía	Total	2005QII	18,34
Females	01 Andalucía	Total	2005QI	19,9
Females	01 Andalucía	Total	2004QIV	22,46
Females	01 Andalucía	Total	2004QIII	24,35
Females	01 Andalucía	Total	2004QII	24,66
Females	01 Andalucía	Total	2004QI	23,89
Females	01 Andalucía	Total	2003QIV	25,54
Females	01 Andalucía	Total	2003QIII	26,65
Females	01 Andalucía	Total	2003QII	25,12
Females	01 Andalucía	Total	2003QI	26,49
Females	01 Andalucía	Total	2002QIV	28,65
Females	01 Andalucía	Total	2002QIII	28,94
Females	01 Andalucía	Total	2002QII	27,51
Females	01 Andalucía	Total	2002QI	26,47
Females	01 Andalucía	Under 25 years of age 	2026QI	32,29
Females	01 Andalucía	Under 25 years of age 	2025QIV	33,46
Females	01 Andalucía	Under 25 years of age 	2025QIII	31,47
Females	01 Andalucía	Under 25 years of age 	2025QII	32,41
Females	01 Andalucía	Under 25 years of age 	2025QI	38,7
Females	01 Andalucía	Under 25 years of age 	2024QIV	37,76
Females	01 Andalucía	Under 25 years of age 	2024QIII	39,94
Females	01 Andalucía	Under 25 years of age 	2024QII	39,97
Females	01 Andalucía	Under 25 years of age 	2024QI	33,62
Females	01 Andalucía	Under 25 years of age 	2023QIV	34,79
Females	01 Andalucía	Under 25 years of age 	2023QIII	37,49
Females	01 Andalucía	Under 25 years of age 	2023QII	41,25
Females	01 Andalucía	Under 25 years of age 	2023QI	38,55
Females	01 Andalucía	Under 25 years of age 	2022QIV	40,83
Females	01 Andalucía	Under 25 years of age 	2022QIII	43,22
Females	01 Andalucía	Under 25 years of age 	2022QII	32,88
Females	01 Andalucía	Under 25 years of age 	2022QI	36,72
Females	01 Andalucía	Under 25 years of age 	2021QIV	39,56
Females	01 Andalucía	Under 25 years of age 	2021QIII	41,9
Females	01 Andalucía	Under 25 years of age 	2021QII	52,56
Females	01 Andalucía	Under 25 years of age 	2021QI	54,62
Females	01 Andalucía	Under 25 years of age 	2020QIV	57,02
Females	01 Andalucía	Under 25 years of age 	2020QIII	55,34
Females	01 Andalucía	Under 25 years of age 	2020QII	50,96
Females	01 Andalucía	Under 25 years of age 	2020QI	46,14
Females	01 Andalucía	Under 25 years of age 	2019QIV	42,89
Females	01 Andalucía	Under 25 years of age 	2019QIII	50,67
Females	01 Andalucía	Under 25 years of age 	2019QII	44,5
Females	01 Andalucía	Under 25 years of age 	2019QI	46,54
Females	01 Andalucía	Under 25 years of age 	2018QIV	44,57
Females	01 Andalucía	Under 25 years of age 	2018QIII	47,15
Females	01 Andalucía	Under 25 years of age 	2018QII	45,36
Females	01 Andalucía	Under 25 years of age 	2018QI	49,09
Females	01 Andalucía	Under 25 years of age 	2017QIV	46,62
Females	01 Andalucía	Under 25 years of age 	2017QIII	46,46
Females	01 Andalucía	Under 25 years of age 	2017QII	48,67
Females	01 Andalucía	Under 25 years of age 	2017QI	56,19
Females	01 Andalucía	Under 25 years of age 	2016QIV	61,26
Females	01 Andalucía	Under 25 years of age 	2016QIII	55,14
Females	01 Andalucía	Under 25 years of age 	2016QII	60,12
Females	01 Andalucía	Under 25 years of age 	2016QI	63,18
Females	01 Andalucía	Under 25 years of age 	2015QIV	59,06
Females	01 Andalucía	Under 25 years of age 	2015QIII	59,57
Females	01 Andalucía	Under 25 years of age 	2015QII	59,4
Females	01 Andalucía	Under 25 years of age 	2015QI	57,39
Females	01 Andalucía	Under 25 years of age 	2014QIV	59,29
Females	01 Andalucía	Under 25 years of age 	2014QIII	60,79
Females	01 Andalucía	Under 25 years of age 	2014QII	61,91
Females	01 Andalucía	Under 25 years of age 	2014QI	62,08
Females	01 Andalucía	Under 25 years of age 	2013QIV	63,61
Females	01 Andalucía	Under 25 years of age 	2013QIII	71,13
Females	01 Andalucía	Under 25 years of age 	2013QII	68,16
Females	01 Andalucía	Under 25 years of age 	2013QI	64,33
Females	01 Andalucía	Under 25 years of age 	2012QIV	63,31
Females	01 Andalucía	Under 25 years of age 	2012QIII	61,55
Females	01 Andalucía	Under 25 years of age 	2012QII	59,77
Females	01 Andalucía	Under 25 years of age 	2012QI	56,43
Females	01 Andalucía	Under 25 years of age 	2011QIV	51,47
Females	01 Andalucía	Under 25 years of age 	2011QIII	52,19
Females	01 Andalucía	Under 25 years of age 	2011QII	53,73
Females	01 Andalucía	Under 25 years of age 	2011QI	51,48
Females	01 Andalucía	Under 25 years of age 	2010QIV	50,42
Females	01 Andalucía	Under 25 years of age 	2010QIII	50,89
Females	01 Andalucía	Under 25 years of age 	2010QII	49,68
Females	01 Andalucía	Under 25 years of age 	2010QI	45,35
Females	01 Andalucía	Under 25 years of age 	2009QIV	41,74
Females	01 Andalucía	Under 25 years of age 	2009QIII	41,97
Females	01 Andalucía	Under 25 years of age 	2009QII	44,77
Females	01 Andalucía	Under 25 years of age 	2009QI	45,12
Females	01 Andalucía	Under 25 years of age 	2008QIV	37,95
Females	01 Andalucía	Under 25 years of age 	2008QIII	33,39
Females	01 Andalucía	Under 25 years of age 	2008QII	28,76
Females	01 Andalucía	Under 25 years of age 	2008QI	29,36
Females	01 Andalucía	Under 25 years of age 	2007QIV	28,26
Females	01 Andalucía	Under 25 years of age 	2007QIII	29,11
Females	01 Andalucía	Under 25 years of age 	2007QII	27,59
Females	01 Andalucía	Under 25 years of age 	2007QI	26,51
Females	01 Andalucía	Under 25 years of age 	2006QIV	26,97
Females	01 Andalucía	Under 25 years of age 	2006QIII	29,03
Females	01 Andalucía	Under 25 years of age 	2006QII	27,17
Females	01 Andalucía	Under 25 years of age 	2006QI	28,23
Females	01 Andalucía	Under 25 years of age 	2005QIV	29,97
Females	01 Andalucía	Under 25 years of age 	2005QIII	29,29
Females	01 Andalucía	Under 25 years of age 	2005QII	32,18
Females	01 Andalucía	Under 25 years of age 	2005QI	31,26
Females	01 Andalucía	Under 25 years of age 	2004QIV	32,21
Females	01 Andalucía	Under 25 years of age 	2004QIII	35,32
Females	01 Andalucía	Under 25 years of age 	2004QII	35,89
Females	01 Andalucía	Under 25 years of age 	2004QI	34,3
Females	01 Andalucía	Under 25 years of age 	2003QIV	38,91
Females	01 Andalucía	Under 25 years of age 	2003QIII	37,72
Females	01 Andalucía	Under 25 years of age 	2003QII	35,91
Females	01 Andalucía	Under 25 years of age 	2003QI	36,88
Females	01 Andalucía	Under 25 years of age 	2002QIV	41,59
Females	01 Andalucía	Under 25 years of age 	2002QIII	41,57
Females	01 Andalucía	Under 25 years of age 	2002QII	39,54
Females	01 Andalucía	Under 25 years of age 	2002QI	37,62
Females	01 Andalucía	From 25 years of age and over	2026QI	16,12
Females	01 Andalucía	From 25 years of age and over	2025QIV	16,27
Females	01 Andalucía	From 25 years of age and over	2025QIII	17,44
Females	01 Andalucía	From 25 years of age and over	2025QII	16,1
Females	01 Andalucía	From 25 years of age and over	2025QI	18,34
Females	01 Andalucía	From 25 years of age and over	2024QIV	16,78
Females	01 Andalucía	From 25 years of age and over	2024QIII	17,34
Females	01 Andalucía	From 25 years of age and over	2024QII	17,62
Females	01 Andalucía	From 25 years of age and over	2024QI	19,61
Females	01 Andalucía	From 25 years of age and over	2023QIV	19,56
Females	01 Andalucía	From 25 years of age and over	2023QIII	20,1
Females	01 Andalucía	From 25 years of age and over	2023QII	19,67
Females	01 Andalucía	From 25 years of age and over	2023QI	20,68
Females	01 Andalucía	From 25 years of age and over	2022QIV	20,61
Females	01 Andalucía	From 25 years of age and over	2022QIII	21,65
Females	01 Andalucía	From 25 years of age and over	2022QII	21,47
Females	01 Andalucía	From 25 years of age and over	2022QI	22,34
Females	01 Andalucía	From 25 years of age and over	2021QIV	22,67
Females	01 Andalucía	From 25 years of age and over	2021QIII	24,96
Females	01 Andalucía	From 25 years of age and over	2021QII	23,66
Females	01 Andalucía	From 25 years of age and over	2021QI	25,14
Females	01 Andalucía	From 25 years of age and over	2020QIV	25,31
Females	01 Andalucía	From 25 years of age and over	2020QIII	26,5
Females	01 Andalucía	From 25 years of age and over	2020QII	23,46
Females	01 Andalucía	From 25 years of age and over	2020QI	23,77
Females	01 Andalucía	From 25 years of age and over	2019QIV	23,07
Females	01 Andalucía	From 25 years of age and over	2019QIII	24,05
Females	01 Andalucía	From 25 years of age and over	2019QII	23,67
Females	01 Andalucía	From 25 years of age and over	2019QI	23,82
Females	01 Andalucía	From 25 years of age and over	2018QIV	23,92
Females	01 Andalucía	From 25 years of age and over	2018QIII	25,45
Females	01 Andalucía	From 25 years of age and over	2018QII	25,32
Females	01 Andalucía	From 25 years of age and over	2018QI	27,26
Females	01 Andalucía	From 25 years of age and over	2017QIV	26,47
Females	01 Andalucía	From 25 years of age and over	2017QIII	27,32
Females	01 Andalucía	From 25 years of age and over	2017QII	26,02
Females	01 Andalucía	From 25 years of age and over	2017QI	28,4
Females	01 Andalucía	From 25 years of age and over	2016QIV	29,29
Females	01 Andalucía	From 25 years of age and over	2016QIII	30,23
Females	01 Andalucía	From 25 years of age and over	2016QII	29,78
Females	01 Andalucía	From 25 years of age and over	2016QI	30,81
Females	01 Andalucía	From 25 years of age and over	2015QIV	30,79
Females	01 Andalucía	From 25 years of age and over	2015QIII	32,15
Females	01 Andalucía	From 25 years of age and over	2015QII	31,52
Females	01 Andalucía	From 25 years of age and over	2015QI	35,13
Females	01 Andalucía	From 25 years of age and over	2014QIV	35,34
Females	01 Andalucía	From 25 years of age and over	2014QIII	36,03
Females	01 Andalucía	From 25 years of age and over	2014QII	34,86
Females	01 Andalucía	From 25 years of age and over	2014QI	34,61
Females	01 Andalucía	From 25 years of age and over	2013QIV	36,6
Females	01 Andalucía	From 25 years of age and over	2013QIII	34,66
Females	01 Andalucía	From 25 years of age and over	2013QII	34,02
Females	01 Andalucía	From 25 years of age and over	2013QI	35,37
Females	01 Andalucía	From 25 years of age and over	2012QIV	34,82
Females	01 Andalucía	From 25 years of age and over	2012QIII	32,99
Females	01 Andalucía	From 25 years of age and over	2012QII	31,35
Females	01 Andalucía	From 25 years of age and over	2012QI	32,25
Females	01 Andalucía	From 25 years of age and over	2011QIV	30,6
Females	01 Andalucía	From 25 years of age and over	2011QIII	30,18
Females	01 Andalucía	From 25 years of age and over	2011QII	28,54
Females	01 Andalucía	From 25 years of age and over	2011QI	29,04
Females	01 Andalucía	From 25 years of age and over	2010QIV	27,47
Females	01 Andalucía	From 25 years of age and over	2010QIII	27,81
Females	01 Andalucía	From 25 years of age and over	2010QII	25,99
Females	01 Andalucía	From 25 years of age and over	2010QI	25,37
Females	01 Andalucía	From 25 years of age and over	2009QIV	25,7
Females	01 Andalucía	From 25 years of age and over	2009QIII	24,75
Females	01 Andalucía	From 25 years of age and over	2009QII	24,72
Females	01 Andalucía	From 25 years of age and over	2009QI	23,38
Females	01 Andalucía	From 25 years of age and over	2008QIV	22,3
Females	01 Andalucía	From 25 years of age and over	2008QIII	20,19
Females	01 Andalucía	From 25 years of age and over	2008QII	17,86
Females	01 Andalucía	From 25 years of age and over	2008QI	17,21
Females	01 Andalucía	From 25 years of age and over	2007QIV	17,15
Females	01 Andalucía	From 25 years of age and over	2007QIII	14,97
Females	01 Andalucía	From 25 years of age and over	2007QII	14,97
Females	01 Andalucía	From 25 years of age and over	2007QI	15,45
Females	01 Andalucía	From 25 years of age and over	2006QIV	15,73
Females	01 Andalucía	From 25 years of age and over	2006QIII	15,46
Females	01 Andalucía	From 25 years of age and over	2006QII	15,67
Females	01 Andalucía	From 25 years of age and over	2006QI	16,62
Females	01 Andalucía	From 25 years of age and over	2005QIV	17,37
Females	01 Andalucía	From 25 years of age and over	2005QIII	17,2
Females	01 Andalucía	From 25 years of age and over	2005QII	15,81
Females	01 Andalucía	From 25 years of age and over	2005QI	17,88
Females	01 Andalucía	From 25 years of age and over	2004QIV	20,74
Females	01 Andalucía	From 25 years of age and over	2004QIII	22,26
Females	01 Andalucía	From 25 years of age and over	2004QII	22,64
Females	01 Andalucía	From 25 years of age and over	2004QI	22,02
Females	01 Andalucía	From 25 years of age and over	2003QIV	23,03
Females	01 Andalucía	From 25 years of age and over	2003QIII	24,51
Females	01 Andalucía	From 25 years of age and over	2003QII	23,03
Females	01 Andalucía	From 25 years of age and over	2003QI	24,47
Females	01 Andalucía	From 25 years of age and over	2002QIV	25,98
Females	01 Andalucía	From 25 years of age and over	2002QIII	26,2
Females	01 Andalucía	From 25 years of age and over	2002QII	24,94
Females	01 Andalucía	From 25 years of age and over	2002QI	24,19
Females	01 Andalucía	From 16 to 19 years	2026QI	58,8
Females	01 Andalucía	From 16 to 19 years	2025QIV	51
Females	01 Andalucía	From 16 to 19 years	2025QIII	59,23
Females	01 Andalucía	From 16 to 19 years	2025QII	52,43
Females	01 Andalucía	From 16 to 19 years	2025QI	62,48
Females	01 Andalucía	From 16 to 19 years	2024QIV	66,9
Females	01 Andalucía	From 16 to 19 years	2024QIII	43,79
Females	01 Andalucía	From 16 to 19 years	2024QII	51,47
Females	01 Andalucía	From 16 to 19 years	2024QI	42,81
Females	01 Andalucía	From 16 to 19 years	2023QIV	48,02
Females	01 Andalucía	From 16 to 19 years	2023QIII	52,77
Females	01 Andalucía	From 16 to 19 years	2023QII	61,1
Females	01 Andalucía	From 16 to 19 years	2023QI	65,29
Females	01 Andalucía	From 16 to 19 years	2022QIV	48,16
Females	01 Andalucía	From 16 to 19 years	2022QIII	52,05
Females	01 Andalucía	From 16 to 19 years	2022QII	64,78
