Sex	Autonomous Communities and Cities	Age	Periodo	Total
Both genders	15 Navarra, Comunidad Foral de	Total	2003QII	5,49
Both genders	15 Navarra, Comunidad Foral de	Total	2003QI	5,69
Both genders	15 Navarra, Comunidad Foral de	Total	2002QIV	5,58
Both genders	15 Navarra, Comunidad Foral de	Total	2002QIII	6,58
Both genders	15 Navarra, Comunidad Foral de	Total	2002QII	5,15
Both genders	15 Navarra, Comunidad Foral de	Total	2002QI	6,03
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2026QI	22,81
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2025QIV	26,5
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2025QIII	17,06
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2025QII	19,69
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2025QI	19,93
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2024QIV	21,73
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2024QIII	22,22
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2024QII	22,68
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2024QI	24,96
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2023QIV	19,3
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2023QIII	29,11
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2023QII	29,98
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2023QI	23,44
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2022QIV	28,19
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2022QIII	24,21
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2022QII	21,46
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2022QI	16,65
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2021QIV	18,01
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2021QIII	16,27
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2021QII	26,36
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2021QI	28,89
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2020QIV	20,63
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2020QIII	29,4
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2020QII	33,33
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2020QI	19,19
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2019QIV	17,76
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2019QIII	26,79
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2019QII	22,65
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2019QI	22,93
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2018QIV	23,37
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2018QIII	22,76
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2018QII	31,31
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2018QI	27,97
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2017QIV	28,63
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2017QIII	25,98
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2017QII	34,3
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2017QI	37,24
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2016QIV	26,47
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2016QIII	32,53
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2016QII	43,36
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2016QI	33,99
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2015QIV	46,45
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2015QIII	35,43
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2015QII	32,09
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2015QI	39,28
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2014QIV	39,1
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2014QIII	43,56
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2014QII	48,08
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2014QI	50,41
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2013QIV	44,69
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2013QIII	51,77
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2013QII	51,94
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2013QI	43,99
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2012QIV	50,14
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2012QIII	30,59
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2012QII	42,43
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2012QI	39,4
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2011QIV	33,73
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2011QIII	26,95
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2011QII	29,05
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2011QI	28,48
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2010QIV	29,68
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2010QIII	30,2
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2010QII	33,8
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2010QI	27,5
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2009QIV	26,32
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2009QIII	27,97
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2009QII	39,81
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2009QI	27,79
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2008QIV	24,21
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2008QIII	17,77
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2008QII	16,59
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2008QI	17,33
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2007QIV	7,66
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2007QIII	11,44
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2007QII	16,93
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2007QI	10,56
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2006QIV	12,58
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2006QIII	13,4
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2006QII	12,99
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2006QI	17,88
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2005QIV	16,25
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2005QIII	19,19
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2005QII	12,13
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2005QI	10,51
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2004QIV	12,04
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2004QIII	13,39
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2004QII	12,7
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2004QI	16,44
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2003QIV	17,26
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2003QIII	16,86
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2003QII	14,29
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2003QI	13,67
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2002QIV	11,53
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2002QIII	12,32
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2002QII	12,4
Both genders	15 Navarra, Comunidad Foral de	Under 25 years of age 	2002QI	13,51
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2026QI	8,11
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2025QIV	6,63
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2025QIII	6,52
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2025QII	6,97
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2025QI	6,6
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2024QIV	5,46
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2024QIII	6,43
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2024QII	6,24
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2024QI	7,59
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2023QIV	8,55
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2023QIII	7,68
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2023QII	7,28
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2023QI	11,48
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2022QIV	8,92
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2022QIII	7,67
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2022QII	8,13
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2022QI	10,42
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2021QIV	9,37
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2021QIII	10,61
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2021QII	9,27
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2021QI	10,41
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2020QIV	11,09
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2020QIII	8,55
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2020QII	8,72
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2020QI	8,02
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2019QIV	8,53
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2019QIII	6,77
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2019QII	6,61
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2019QI	7,38
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2018QIV	9,05
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2018QIII	8,62
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2018QII	8,49
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2018QI	9,36
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2017QIV	8,23
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2017QIII	9,27
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2017QII	8,76
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2017QI	8,51
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2016QIV	8,97
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2016QIII	10,99
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2016QII	11,43
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2016QI	13,07
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2015QIV	11,8
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2015QIII	12,21
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2015QII	11,44
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2015QI	14,19
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2014QIV	13,32
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2014QIII	12,85
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2014QII	13,87
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2014QI	15,02
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2013QIV	14,55
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2013QIII	15,53
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2013QII	16,34
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2013QI	17,6
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2012QIV	15,23
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2012QIII	13,82
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2012QII	14,54
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2012QI	14,57
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2011QIV	12,43
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2011QIII	10,39
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2011QII	11,52
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2011QI	12,36
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2010QIV	10,33
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2010QIII	10,93
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2010QII	8,99
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2010QI	11,05
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2009QIV	9,18
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2009QIII	8,57
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2009QII	9,36
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2009QI	8,94
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2008QIV	6,76
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2008QIII	6,11
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2008QII	4,75
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2008QI	5,08
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2007QIV	3,96
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2007QIII	3,51
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2007QII	3,92
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2007QI	4,61
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2006QIV	3,8
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2006QIII	3,97
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2006QII	4,89
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2006QI	5,06
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2005QIV	4,84
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2005QIII	3,64
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2005QII	4,56
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2005QI	5,73
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2004QIV	4,44
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2004QIII	4,04
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2004QII	4,73
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2004QI	5,7
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2003QIV	4,95
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2003QIII	4,48
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2003QII	4,51
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2003QI	4,8
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2002QIV	4,87
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2002QIII	5,8
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2002QII	4,25
Both genders	15 Navarra, Comunidad Foral de	From 25 years of age and over	2002QI	5,03
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2026QI	38,86
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2025QIV	7,25
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2025QIII	22,67
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2025QII	59,84
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2025QI	33,29
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2024QIV	11,99
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2024QIII	48,11
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2024QII	19,15
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2024QI	38,22
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2023QIV	34,61
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2023QIII	50,12
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2023QII	53,77
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2023QI	36,9
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2022QIV	59,99
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2022QIII	43,59
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2022QII	44,63
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2022QI	16,26
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2021QIV	20,23
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2021QIII	33,48
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2021QII	55,11
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2021QI	66,37
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2020QIV	18,11
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2020QIII	10,6
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2020QII	43,34
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2020QI	20,96
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2019QIV	43,62
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2019QIII	46,54
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2019QII	50,92
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2019QI	27,55
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2018QIV	34,69
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2018QIII	39,25
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2018QII	60,29
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2018QI	39,53
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2017QIV	40,55
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2017QIII	42,21
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2017QII	45,96
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2017QI	38,57
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2016QIV	15,14
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2016QIII	43,41
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2016QII	48,2
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2016QI	37,99
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2015QIV	64,93
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2015QIII	46,88
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2015QII	38,02
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2015QI	66,97
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2014QIV	65,44
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2014QIII	80,77
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2014QII	76,9
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2014QI	77,68
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2013QIV	70,67
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2013QIII	71,33
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2013QII	68,78
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2013QI	49,84
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2012QIV	81,04
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2012QIII	68,25
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2012QII	75,66
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2012QI	48,73
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2011QIV	41,12
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2011QIII	50,07
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2011QII	69,12
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2011QI	53,73
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2010QIV	48,02
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2010QIII	46,65
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2010QII	44,51
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2010QI	38,36
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2009QIV	25,5
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2009QIII	41,6
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2009QII	64,02
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2009QI	48,81
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2008QIV	56,22
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2008QIII	45,9
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2008QII	32,92
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2008QI	40,2
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2007QIV	11,91
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2007QIII	12,6
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2007QII	27,71
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2007QI	23,56
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2006QIV	17,05
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2006QIII	14,53
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2006QII	15,36
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2006QI	16,36
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2005QIV	17,57
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2005QIII	29,88
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2005QII	16,71
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2005QI	14,67
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2004QIV	31,04
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2004QIII	24,42
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2004QII	25,65
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2004QI	21,98
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2003QIV	11,15
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2003QIII	22,23
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2003QII	32,23
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2003QI	16,18
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2002QIV	24,03
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2002QIII	19,83
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2002QII	28,03
Both genders	15 Navarra, Comunidad Foral de	From 16 to 19 years	2002QI	16,87
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2026QI	19,76
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2025QIV	28,77
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2025QIII	16,12
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2025QII	14,08
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2025QI	18,32
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2024QIV	22,72
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2024QIII	15,23
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2024QII	23,43
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2024QI	22,3
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2023QIV	16,94
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2023QIII	23,54
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2023QII	24,83
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2023QI	20,93
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2022QIV	21,77
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2022QIII	19,89
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2022QII	18,32
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2022QI	16,7
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2021QIV	17,74
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2021QIII	12,99
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2021QII	23,95
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2021QI	26,61
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2020QIV	20,78
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2020QIII	32,16
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2020QII	31,8
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2020QI	19,06
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2019QIV	15,68
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2019QIII	23,1
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2019QII	17,75
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2019QI	22,58
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2018QIV	21,52
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2018QIII	18,91
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2018QII	25,14
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2018QI	26,42
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2017QIV	25,84
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2017QIII	21,39
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2017QII	31,1
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2017QI	36,99
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2016QIV	28,25
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2016QIII	29,99
Both genders	15 Navarra, Comunidad Foral de	From 20 to 24 years	2016QII	42,35
